Date,Time,Day of the Week,Origin,Destination,Route,Weather Conditions,Accident Reports,Traffic Intensity,Distance
2025-03-18,03:50:28,Tuesday,Bưu điện Chợ Lớn,Trạm xe buýt Quận 5,Đường Lê Văn Sỹ,Sunny,0,13,7.91
2025-03-23,01:32:28,Sunday,Trung tâm Văn hóa Chợ Lớn,Công viên District 5,Đường Trần Hưng Đạo,Sunny,0,8,4.08
2025-03-26,00:48:28,Wednesday,Đền Bà Thiên Hậu,Nhà thờ Chợ Lớn,Đường Cái Vạn,Cloudy,0,25,7.98
2025-03-04,10:11:28,Tuesday,Trung tâm Y tế Quận 5,Đền Bà Thiên Hậu,Đường Cái Vạn,Sunny,0,9,6.33
2025-02-28,04:08:28,Friday,Bưu điện Chợ Lớn,Đền Bà Thiên Hậu,Đường 3/2,Rainy,0,13,7.58
2025-03-15,19:47:28,Saturday,Chợ Bình Đông,Trung tâm Văn hóa Dân gian,Đường 3/2,Rainy,0,17,7.31
2025-03-17,10:37:28,Monday,Trường Tiểu học Chợ Lớn,Trạm xe buýt Quận 5,Đường Cách Mạng Tháng Tám,Cloudy,1,59,2.82
2025-03-24,21:32:28,Monday,Ngã tư Lê Văn Sỹ,Chợ Bình Đông,Đường Nguyễn Văn Quá,Rainy,0,6,5.74
2025-03-07,00:50:28,Friday,Chợ Bình Tây,Đền Bà Thiên Hậu,Đường Nguyễn Văn Linh,Cloudy,0,44,8.59
2025-03-19,19:46:28,Wednesday,Trung tâm Văn hóa Chợ Lớn,Trường Tiểu học Chợ Lớn,Đường Đồng Khởi,Rainy,0,5,6.29
2025-03-13,14:38:28,Thursday,Cửa hàng Điện máy X,Siêu thị Big C District 5,Đường Cái Vạn,Cloudy,1,29,4.64
2025-03-22,00:56:28,Saturday,Trung tâm Y tế Quận 5,Bảo tàng Quận 5,Đường Nguyễn Văn Quá,Sunny,2,10,7.5
2025-03-06,10:42:28,Thursday,Chợ Bình Đông,Đền Bà Thiên Hậu,Đường Cách Mạng Tháng Tám,Cloudy,1,19,4.85
2025-03-20,14:35:28,Thursday,Bưu điện Chợ Lớn,Bảo tàng Quận 5,Đường Nguyễn Văn Linh,Rainy,2,38,5.21
2025-03-17,17:45:28,Monday,Trung tâm Thương Mại Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường Tô Hiệu,Rainy,0,20,4.98
2025-03-13,00:48:28,Thursday,Nhà thờ Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường 3/2,Cloudy,0,49,8.07
2025-03-02,06:38:28,Sunday,Chợ Bình Đông,Ngã tư Lê Văn Sỹ,Đường Đồng Khởi,Sunny,1,11,7.25
2025-03-02,21:07:28,Sunday,Chợ Bình Tây,Trung tâm Văn hóa Dân gian,Đường Lê Lợi,Cloudy,0,25,2.06
2025-03-20,11:21:28,Thursday,Trung tâm Y tế Quận 5,Trường Trung học Chợ Lớn,Đường 3/2,Sunny,1,51,1.63
2025-02-27,09:29:28,Thursday,Trung tâm Thương Mại Chợ Lớn,Chợ Bình Tây,Đường Nguyễn Văn Quá,Sunny,3,18,5.09
2025-03-08,10:29:28,Saturday,Bưu điện Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường Pasteur,Sunny,1,5,5.7
2025-03-19,14:01:28,Wednesday,Trường Tiểu học Chợ Lớn,Nhà thờ Chợ Lớn,Đường Lý Thường Kiệt,Cloudy,1,3,4.49
2025-03-23,10:07:28,Sunday,Chợ Bình Đông,Trung tâm Văn hóa Dân gian,Đường Tô Hiệu,Sunny,0,35,4.33
2025-03-08,23:43:28,Saturday,Chợ Bình Tây,Trung tâm Thương Mại Chợ Lớn,Đường Nguyễn Văn Quá,Sunny,0,34,2.95
2025-03-22,19:12:28,Saturday,Chợ Bình Đông,Cửa hàng Điện máy X,Đường Bạch Đằng,Sunny,1,5,4.42
2025-03-04,16:47:28,Tuesday,Nhà thờ Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,Đường Trường Chinh,Rainy,2,15,6.47
2025-03-03,07:28:28,Monday,Trung tâm Y tế Quận 5,Sân vận động Quận 5,Đường Lý Thường Kiệt,Sunny,0,45,6.45
2025-03-13,20:10:28,Thursday,Siêu thị Big C District 5,Trung tâm Thương Mại Chợ Lớn,Đường Lý Tự Trọng,Cloudy,1,29,6.18
2025-03-24,01:22:28,Monday,Siêu thị Big C District 5,Cửa hàng Điện máy X,Đường Trần Hưng Đạo,Rainy,1,11,4.27
2025-03-04,01:12:28,Tuesday,Bệnh viện Quận 5,Nhà thờ Chợ Lớn,Đường Nguyễn Văn Quá,Rainy,4,24,6.79
2025-03-15,09:14:28,Saturday,Đền Vua,Trường Trung học Chợ Lớn,Đường Nguyễn Văn Linh,Cloudy,0,60,0.85
2025-03-07,19:45:28,Friday,Trung tâm Văn hóa Dân gian,Trạm xe buýt Quận 5,Đường Lê Văn Sỹ,Cloudy,0,10,3.98
2025-03-01,19:23:28,Saturday,Chợ Bình Đông,Trường Trung học Chợ Lớn,Đường Trường Chinh,Stormy,1,27,5.05
2025-03-06,13:41:28,Thursday,Đền Bà Thiên Hậu,Trung tâm Văn hóa Dân gian,Đường Cách Mạng Tháng Tám,Sunny,0,18,5.88
2025-03-20,04:13:28,Thursday,Chợ Bình Tây,Nhà thờ Chợ Lớn,Đường Đồng Khởi,Sunny,0,50,5.99
2025-02-28,09:33:28,Friday,Nhà thờ Chợ Lớn,Công viên District 5,Đường Pasteur,Cloudy,1,15,6.14
2025-02-27,01:28:28,Thursday,Trung tâm Y tế Quận 5,Bệnh viện Quận 5,Đường Trường Chinh,Sunny,3,27,7.07
2025-03-18,07:37:28,Tuesday,Siêu thị Big C District 5,Đền Bà Thiên Hậu,Đường Nguyễn Văn Quá,Rainy,0,45,3.12
2025-03-22,18:54:28,Saturday,Bưu điện Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,Đường Cái Vạn,Cloudy,0,18,5.39
2025-03-08,15:33:28,Saturday,Trung tâm Y tế Quận 5,Trung tâm Thương Mại Chợ Lớn,Đường Lý Tự Trọng,Sunny,1,64,4.93
2025-03-15,07:02:28,Saturday,Bệnh viện Quận 5,Trung tâm Y tế Quận 5,Đường Lê Văn Sỹ,Cloudy,1,17,4.5
2025-03-06,08:51:28,Thursday,Trung tâm Văn hóa Chợ Lớn,Trường Tiểu học Chợ Lớn,Đường Trần Hưng Đạo,Cloudy,3,36,2.79
2025-02-27,19:40:28,Thursday,Trạm xe buýt Quận 5,Chợ Bình Tây,Đường Nguyễn Văn Quá,Cloudy,1,18,4.67
2025-03-12,05:02:28,Wednesday,Siêu thị Big C District 5,Cửa hàng Điện máy X,Đường Pasteur,Stormy,0,16,8.04
2025-03-17,20:09:28,Monday,Trung tâm Thương Mại Chợ Lớn,Sân vận động Quận 5,Đường Lý Thường Kiệt,Cloudy,2,45,5.02
2025-03-05,10:08:28,Wednesday,Siêu thị Big C District 5,Công viên District 5,Đường Lý Tự Trọng,Rainy,1,28,8.07
2025-03-10,21:31:28,Monday,Công viên District 5,Chợ Bình Đông,Đường Pasteur,Stormy,1,27,4.63
2025-03-03,04:03:28,Monday,Đền Vua,Sân vận động Quận 5,Đường Cách Mạng Tháng Tám,Cloudy,3,10,7.85
2025-02-27,20:48:28,Thursday,Chợ Bình Đông,Bảo tàng Quận 5,Đường Nguyễn Văn Linh,Sunny,2,4,3.51
2025-03-14,08:10:28,Friday,Sân vận động Quận 5,Chợ Bình Tây,Đường Lê Lợi,Cloudy,1,17,6.97
2025-03-15,21:30:28,Saturday,Trung tâm Văn hóa Chợ Lớn,Công viên District 5,Đường Lê Văn Sỹ,Stormy,0,7,3.71
2025-03-17,14:16:28,Monday,Trung tâm Văn hóa Dân gian,Bưu điện Chợ Lớn,Đường 3/2,Sunny,1,11,4.24
2025-03-21,19:24:28,Friday,Trường Trung học Chợ Lớn,Bệnh viện Quận 5,Đường Lê Lợi,Sunny,0,31,4.12
2025-02-25,04:16:28,Tuesday,Trạm xe buýt Quận 5,Đền Bà Thiên Hậu,Đường Trần Hưng Đạo,Sunny,1,19,6.53
2025-03-07,20:46:28,Friday,Đền Bà Thiên Hậu,Ngã tư Lê Văn Sỹ,Đường Bạch Đằng,Sunny,2,2,4.85
2025-03-04,01:59:28,Tuesday,Đền Vua,Trạm xe buýt Quận 5,Đường Nguyễn Văn Quá,Cloudy,3,13,9.31
2025-03-06,16:17:28,Thursday,Bệnh viện Quận 5,Bưu điện Chợ Lớn,Đường Cái Vạn,Rainy,1,36,4.45
2025-03-20,06:22:28,Thursday,Ngã tư Lê Văn Sỹ,Trường Tiểu học Chợ Lớn,Đường 3/2,Sunny,3,39,5.19
2025-03-16,14:38:28,Sunday,Trung tâm Thương Mại Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường Trần Hưng Đạo,Cloudy,2,70,5.1
2025-03-09,17:57:28,Sunday,Trạm xe buýt Quận 5,Công viên District 5,Đường Nguyễn Văn Quá,Sunny,1,13,8.59
2025-03-18,00:00:28,Tuesday,Trung tâm Văn hóa Chợ Lớn,Chợ Bình Tây,Đường 3/2,Cloudy,0,34,2.39
2025-02-25,13:06:28,Tuesday,Trạm xe buýt Quận 5,Trường Trung học Chợ Lớn,Đường Nguyễn Văn Quá,Cloudy,0,15,3.42
2025-03-08,01:17:28,Saturday,Chợ Bình Đông,Trung tâm Văn hóa Dân gian,Đường Nguyễn Văn Linh,Cloudy,1,13,1.72
2025-03-18,19:48:28,Tuesday,Siêu thị Big C District 5,Trung tâm Văn hóa Dân gian,Đường Trường Chinh,Rainy,3,6,6.32
2025-03-25,03:49:28,Tuesday,Trung tâm Y tế Quận 5,Nhà thờ Chợ Lớn,Đường 3/2,Sunny,2,25,5.29
2025-03-11,09:57:28,Tuesday,Công viên District 5,Nhà thờ Chợ Lớn,Đường 3/2,Cloudy,2,11,5.12
2025-02-25,09:48:28,Tuesday,Chợ Bình Tây,Công viên District 5,Đường Lý Thường Kiệt,Sunny,3,34,8.63
2025-03-19,21:09:28,Wednesday,Bưu điện Chợ Lớn,Siêu thị Big C District 5,Đường Cách Mạng Tháng Tám,Cloudy,1,35,1.45
2025-03-08,04:04:28,Saturday,Trung tâm Văn hóa Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường Lý Thường Kiệt,Sunny,0,51,7.72
2025-02-26,16:35:28,Wednesday,Chợ Bình Tây,Trường Tiểu học Chợ Lớn,Đường Lê Văn Sỹ,Sunny,0,32,3.3
2025-03-17,02:00:28,Monday,Trung tâm Văn hóa Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Trần Hưng Đạo,Sunny,0,19,6.33
2025-03-26,07:05:28,Wednesday,Ngã tư Lê Văn Sỹ,Trung tâm Thương Mại Chợ Lớn,Đường Cái Vạn,Cloudy,1,10,5.98
2025-03-05,04:30:28,Wednesday,Đền Vua,Trung tâm Văn hóa Chợ Lớn,Đường Lý Thường Kiệt,Rainy,4,28,5.79
2025-03-09,00:31:28,Sunday,Trường Tiểu học Chợ Lớn,Sân vận động Quận 5,Đường Trần Hưng Đạo,Rainy,3,28,5.28
2025-03-22,15:50:28,Saturday,Bưu điện Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường Trường Chinh,Cloudy,1,34,4.51
2025-03-22,00:28:28,Saturday,Chợ Bình Tây,Siêu thị Big C District 5,Đường 3/2,Rainy,2,32,4.67
2025-03-14,13:30:28,Friday,Trung tâm Thương Mại Chợ Lớn,Bưu điện Chợ Lớn,Đường Lê Văn Sỹ,Rainy,1,24,4.62
2025-03-15,22:08:28,Saturday,Siêu thị Big C District 5,Trung tâm Y tế Quận 5,Đường Tô Hiệu,Cloudy,2,26,7.79
2025-03-10,10:16:28,Monday,Chợ Bình Tây,Trung tâm Thương Mại Chợ Lớn,Đường Lê Lợi,Rainy,2,8,6.08
2025-03-08,02:13:28,Saturday,Công viên District 5,Đền Vua,Đường Lý Thường Kiệt,Sunny,0,16,5.29
2025-02-25,09:08:28,Tuesday,Trung tâm Y tế Quận 5,Bưu điện Chợ Lớn,Đường Lê Văn Sỹ,Sunny,0,54,5.56
2025-03-22,22:21:28,Saturday,Sân vận động Quận 5,Chợ Bình Tây,Đường Cái Vạn,Cloudy,1,8,3.29
2025-03-09,14:26:28,Sunday,Trường Trung học Chợ Lớn,Nhà thờ Chợ Lớn,Đường Đồng Khởi,Sunny,0,49,6.98
2025-03-11,12:06:28,Tuesday,Bưu điện Chợ Lớn,Bảo tàng Quận 5,Đường Lê Văn Sỹ,Sunny,2,26,3.08
2025-03-22,22:09:28,Saturday,Trung tâm Văn hóa Dân gian,Bệnh viện Quận 5,Đường Đồng Khởi,Sunny,1,19,5.13
2025-03-02,10:05:28,Sunday,Trường Trung học Chợ Lớn,Bưu điện Chợ Lớn,Đường 3/2,Sunny,1,26,7.65
2025-03-10,23:42:28,Monday,Chợ Bình Tây,Siêu thị Big C District 5,Đường Trường Chinh,Sunny,0,15,3.92
2025-03-22,14:33:28,Saturday,Trung tâm Văn hóa Dân gian,Bưu điện Chợ Lớn,Đường Bạch Đằng,Cloudy,1,17,5.09
2025-03-05,09:40:28,Wednesday,Bưu điện Chợ Lớn,Nhà thờ Chợ Lớn,Đường Tô Hiệu,Sunny,1,5,5.35
2025-03-11,14:31:28,Tuesday,Công viên District 5,Bệnh viện Quận 5,Đường Bạch Đằng,Sunny,1,13,8.55
2025-03-03,22:11:28,Monday,Trung tâm Văn hóa Chợ Lớn,Trạm xe buýt Quận 5,Đường Lý Thường Kiệt,Sunny,1,18,7.54
2025-03-19,10:10:28,Wednesday,Trạm xe buýt Quận 5,Trường Tiểu học Chợ Lớn,Đường Lý Tự Trọng,Cloudy,1,17,4.43
2025-03-25,11:10:28,Tuesday,Trường Trung học Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Trần Hưng Đạo,Rainy,0,23,5.52
2025-02-27,03:04:28,Thursday,Trường Trung học Chợ Lớn,Bảo tàng Quận 5,Đường Lê Văn Sỹ,Sunny,0,34,7.19
2025-03-11,23:45:28,Tuesday,Trường Tiểu học Chợ Lớn,Siêu thị Big C District 5,Đường Trần Hưng Đạo,Sunny,2,12,4.14
2025-03-01,08:52:28,Saturday,Chợ Bình Đông,Bưu điện Chợ Lớn,Đường Lý Thường Kiệt,Sunny,0,47,2.43
2025-03-03,18:22:28,Monday,Nhà thờ Chợ Lớn,Ngã tư Lê Văn Sỹ,Đường Nguyễn Văn Linh,Sunny,0,19,5.81
2025-03-04,18:51:28,Tuesday,Sân vận động Quận 5,Trạm xe buýt Quận 5,Đường Đồng Khởi,Cloudy,1,13,5.05
2025-03-14,19:28:28,Friday,Đền Bà Thiên Hậu,Trung tâm Thương Mại Chợ Lớn,Đường 3/2,Stormy,1,31,5.42
2025-03-09,02:23:28,Sunday,Trạm xe buýt Quận 5,Cửa hàng Điện máy X,Đường Cái Vạn,Stormy,0,2,2.93
2025-02-25,10:14:28,Tuesday,Đền Vua,Công viên District 5,Đường Trường Chinh,Rainy,2,29,4.22
2025-03-19,14:51:28,Wednesday,Chợ Bình Tây,Cửa hàng Điện máy X,Đường Lý Tự Trọng,Sunny,1,15,2.82
2025-03-21,06:15:28,Friday,Trung tâm Văn hóa Dân gian,Chợ Bình Đông,Đường Trường Chinh,Rainy,1,17,8.99
2025-03-10,14:35:28,Monday,Trung tâm Văn hóa Chợ Lớn,Bệnh viện Quận 5,Đường Pasteur,Stormy,0,51,3.24
2025-03-06,13:02:28,Thursday,Công viên District 5,Nhà thờ Chợ Lớn,Đường Bạch Đằng,Cloudy,0,22,3.92
2025-03-13,02:37:28,Thursday,Siêu thị Big C District 5,Bệnh viện Quận 5,Đường Cái Vạn,Sunny,1,27,7.48
2025-03-12,13:41:28,Wednesday,Cửa hàng Điện máy X,Trung tâm Văn hóa Dân gian,Đường Lý Tự Trọng,Sunny,2,30,3.52
2025-03-19,02:12:28,Wednesday,Siêu thị Big C District 5,Chợ Bình Đông,Đường 3/2,Cloudy,1,44,6.63
2025-03-16,23:11:28,Sunday,Cửa hàng Điện máy X,Trạm xe buýt Quận 5,Đường Lê Lợi,Sunny,4,42,5.0
2025-03-10,10:09:28,Monday,Nhà thờ Chợ Lớn,Sân vận động Quận 5,Đường Lê Văn Sỹ,Stormy,0,16,1.48
2025-03-16,15:28:28,Sunday,Đền Vua,Nhà thờ Chợ Lớn,Đường Trường Chinh,Rainy,1,52,6.4
2025-03-01,06:12:28,Saturday,Chợ Bình Đông,Trung tâm Y tế Quận 5,Đường Cái Vạn,Cloudy,0,62,3.26
2025-03-12,18:05:28,Wednesday,Ngã tư Lê Văn Sỹ,Cửa hàng Điện máy X,Đường Lý Tự Trọng,Rainy,0,32,6.72
2025-02-26,07:06:28,Wednesday,Bưu điện Chợ Lớn,Công viên District 5,Đường Nguyễn Văn Linh,Rainy,0,29,2.57
2025-03-04,03:54:28,Tuesday,Bệnh viện Quận 5,Bưu điện Chợ Lớn,Đường Trường Chinh,Sunny,0,24,5.61
2025-03-13,18:24:28,Thursday,Ngã tư Lê Văn Sỹ,Siêu thị Big C District 5,Đường Trường Chinh,Sunny,1,10,2.72
2025-02-24,21:00:28,Monday,Ngã tư Lê Văn Sỹ,Trường Tiểu học Chợ Lớn,Đường Cách Mạng Tháng Tám,Sunny,0,10,8.88
2025-02-27,17:22:28,Thursday,Trung tâm Văn hóa Chợ Lớn,Ngã tư Lê Văn Sỹ,Đường Nguyễn Văn Linh,Cloudy,0,17,3.93
2025-03-20,00:22:28,Thursday,Cửa hàng Điện máy X,Siêu thị Big C District 5,Đường Bạch Đằng,Sunny,1,5,0.5
2025-03-19,02:07:28,Wednesday,Đền Vua,Trung tâm Y tế Quận 5,Đường Lý Thường Kiệt,Sunny,1,31,3.06
2025-03-01,20:08:28,Saturday,Trung tâm Thương Mại Chợ Lớn,Cửa hàng Điện máy X,Đường Pasteur,Cloudy,1,24,3.17
2025-03-18,07:54:28,Tuesday,Cửa hàng Điện máy X,Siêu thị Big C District 5,Đường Nguyễn Văn Quá,Sunny,1,45,6.77
2025-03-25,08:22:28,Tuesday,Nhà thờ Chợ Lớn,Trung tâm Y tế Quận 5,Đường Lý Thường Kiệt,Sunny,2,47,1.14
2025-03-06,13:11:28,Thursday,Trường Tiểu học Chợ Lớn,Ngã tư Lê Văn Sỹ,Đường Nguyễn Văn Linh,Sunny,0,24,2.83
2025-03-21,03:27:28,Friday,Ngã tư Lê Văn Sỹ,Công viên District 5,Đường Lý Thường Kiệt,Rainy,1,27,3.02
2025-03-19,21:15:28,Wednesday,Công viên District 5,Trạm xe buýt Quận 5,Đường Tô Hiệu,Cloudy,0,59,5.39
2025-03-14,13:41:28,Friday,Ngã tư Lê Văn Sỹ,Bưu điện Chợ Lớn,Đường Đồng Khởi,Cloudy,2,39,2.58
2025-03-08,06:33:28,Saturday,Trung tâm Thương Mại Chợ Lớn,Cửa hàng Điện máy X,Đường Lý Tự Trọng,Sunny,1,9,7.96
2025-03-07,13:38:28,Friday,Đền Bà Thiên Hậu,Cửa hàng Điện máy X,Đường Cái Vạn,Cloudy,0,53,2.51
2025-03-17,22:11:28,Monday,Trung tâm Thương Mại Chợ Lớn,Bảo tàng Quận 5,Đường Pasteur,Sunny,3,52,2.67
2025-03-23,00:39:28,Sunday,Siêu thị Big C District 5,Trường Trung học Chợ Lớn,Đường Trường Chinh,Sunny,0,66,4.41
2025-03-17,13:45:28,Monday,Đền Vua,Trường Trung học Chợ Lớn,Đường Cách Mạng Tháng Tám,Sunny,1,61,3.33
2025-02-26,11:44:28,Wednesday,Sân vận động Quận 5,Trung tâm Y tế Quận 5,Đường Pasteur,Rainy,1,42,5.79
2025-03-04,06:36:28,Tuesday,Trung tâm Văn hóa Dân gian,Trung tâm Văn hóa Chợ Lớn,Đường Lê Văn Sỹ,Cloudy,3,43,6.61
2025-03-12,03:34:28,Wednesday,Trường Trung học Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Cách Mạng Tháng Tám,Cloudy,1,24,4.82
2025-03-12,15:54:28,Wednesday,Cửa hàng Điện máy X,Bưu điện Chợ Lớn,Đường Bạch Đằng,Sunny,1,57,7.9
2025-03-08,07:33:28,Saturday,Trung tâm Thương Mại Chợ Lớn,Nhà thờ Chợ Lớn,Đường Pasteur,Cloudy,1,44,8.86
2025-03-19,23:28:28,Wednesday,Trường Tiểu học Chợ Lớn,Siêu thị Big C District 5,Đường Đồng Khởi,Sunny,2,15,4.28
2025-03-25,01:01:28,Tuesday,Cửa hàng Điện máy X,Đền Bà Thiên Hậu,Đường Lý Tự Trọng,Rainy,0,38,3.6
2025-03-22,13:38:28,Saturday,Trung tâm Văn hóa Dân gian,Công viên District 5,Đường Đồng Khởi,Rainy,1,2,3.51
2025-03-17,00:32:28,Monday,Ngã tư Lê Văn Sỹ,Trung tâm Thương Mại Chợ Lớn,Đường Lý Thường Kiệt,Cloudy,2,7,3.35
2025-03-11,12:50:28,Tuesday,Trung tâm Văn hóa Dân gian,Trạm xe buýt Quận 5,Đường 3/2,Sunny,0,27,4.11
2025-03-20,11:20:28,Thursday,Trường Trung học Chợ Lớn,Trường Tiểu học Chợ Lớn,Đường Cách Mạng Tháng Tám,Cloudy,1,27,6.26
2025-03-18,18:26:28,Tuesday,Trường Tiểu học Chợ Lớn,Đền Bà Thiên Hậu,Đường Lý Tự Trọng,Cloudy,1,17,4.13
2025-02-28,23:25:28,Friday,Sân vận động Quận 5,Trung tâm Y tế Quận 5,Đường 3/2,Rainy,1,7,6.59
2025-03-25,12:06:28,Tuesday,Trường Tiểu học Chợ Lớn,Nhà thờ Chợ Lớn,Đường Nguyễn Văn Linh,Sunny,2,24,5.37
2025-03-25,00:44:28,Tuesday,Chợ Bình Tây,Bảo tàng Quận 5,Đường Đồng Khởi,Cloudy,1,12,1.0
2025-03-14,04:13:28,Friday,Cửa hàng Điện máy X,Bệnh viện Quận 5,Đường Nguyễn Văn Quá,Sunny,0,58,2.2
2025-03-19,07:48:28,Wednesday,Nhà thờ Chợ Lớn,Trường Trung học Chợ Lớn,Đường Cái Vạn,Sunny,2,23,4.48
2025-03-05,03:04:28,Wednesday,Trung tâm Văn hóa Dân gian,Cửa hàng Điện máy X,Đường Pasteur,Cloudy,0,7,8.91
2025-03-02,10:24:28,Sunday,Trạm xe buýt Quận 5,Nhà thờ Chợ Lớn,Đường Nguyễn Văn Linh,Cloudy,3,9,3.06
2025-03-05,01:06:28,Wednesday,Trung tâm Thương Mại Chợ Lớn,Chợ Bình Đông,Đường Trường Chinh,Stormy,2,28,5.97
2025-03-02,19:31:28,Sunday,Trung tâm Y tế Quận 5,Nhà thờ Chợ Lớn,Đường Lê Lợi,Sunny,2,38,8.78
2025-03-07,08:22:28,Friday,Nhà thờ Chợ Lớn,Bưu điện Chợ Lớn,Đường Cách Mạng Tháng Tám,Cloudy,0,13,2.42
2025-03-03,14:47:28,Monday,Đền Vua,Siêu thị Big C District 5,Đường Bạch Đằng,Sunny,0,12,5.6
2025-03-02,21:04:28,Sunday,Trung tâm Văn hóa Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Cách Mạng Tháng Tám,Sunny,1,21,6.49
2025-02-27,22:16:28,Thursday,Trường Trung học Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường Trường Chinh,Cloudy,0,32,7.88
2025-02-26,00:59:28,Wednesday,Cửa hàng Điện máy X,Trung tâm Thương Mại Chợ Lớn,Đường Bạch Đằng,Sunny,1,29,3.06
2025-03-13,06:38:28,Thursday,Công viên District 5,Sân vận động Quận 5,Đường Cái Vạn,Rainy,1,48,4.71
2025-03-03,07:03:28,Monday,Đền Bà Thiên Hậu,Trung tâm Văn hóa Dân gian,Đường 3/2,Sunny,2,17,2.7
2025-02-27,20:58:28,Thursday,Trường Tiểu học Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường Cách Mạng Tháng Tám,Sunny,3,20,3.67
2025-03-12,22:14:28,Wednesday,Cửa hàng Điện máy X,Đền Vua,Đường Trường Chinh,Sunny,2,31,4.96
2025-03-14,08:17:28,Friday,Bưu điện Chợ Lớn,Bệnh viện Quận 5,Đường 3/2,Cloudy,1,5,7.48
2025-03-07,20:48:28,Friday,Siêu thị Big C District 5,Chợ Bình Đông,Đường Nguyễn Văn Linh,Sunny,1,59,4.47
2025-02-25,04:07:28,Tuesday,Trung tâm Văn hóa Dân gian,Nhà thờ Chợ Lớn,Đường Cái Vạn,Sunny,0,41,6.39
2025-03-14,23:08:28,Friday,Bưu điện Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,Đường Nguyễn Văn Quá,Rainy,2,38,6.09
2025-03-21,03:28:28,Friday,Trung tâm Thương Mại Chợ Lớn,Chợ Bình Tây,Đường Trần Hưng Đạo,Sunny,2,16,7.15
2025-03-09,09:57:28,Sunday,Trung tâm Văn hóa Dân gian,Trạm xe buýt Quận 5,Đường Bạch Đằng,Sunny,0,47,2.83
2025-02-24,17:18:28,Monday,Đền Vua,Công viên District 5,Đường Trần Hưng Đạo,Sunny,2,10,0.5
2025-03-12,00:01:28,Wednesday,Cửa hàng Điện máy X,Nhà thờ Chợ Lớn,Đường Cái Vạn,Sunny,2,47,5.62
2025-03-15,02:03:28,Saturday,Trường Tiểu học Chợ Lớn,Nhà thờ Chợ Lớn,Đường Lê Văn Sỹ,Sunny,1,23,4.85
2025-03-19,04:56:28,Wednesday,Bảo tàng Quận 5,Trạm xe buýt Quận 5,Đường Pasteur,Rainy,0,32,2.66
2025-03-10,16:53:28,Monday,Trường Tiểu học Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Nguyễn Văn Linh,Sunny,3,12,7.81
2025-03-15,04:17:28,Saturday,Trường Tiểu học Chợ Lớn,Cửa hàng Điện máy X,Đường Bạch Đằng,Cloudy,0,9,4.23
2025-03-08,11:38:28,Saturday,Trung tâm Văn hóa Dân gian,Đền Bà Thiên Hậu,Đường Cái Vạn,Cloudy,1,50,6.49
2025-03-07,15:15:28,Friday,Trung tâm Y tế Quận 5,Cửa hàng Điện máy X,Đường Lê Văn Sỹ,Cloudy,3,23,2.58
2025-03-02,23:45:28,Sunday,Trung tâm Văn hóa Dân gian,Cửa hàng Điện máy X,Đường Cái Vạn,Sunny,2,42,6.97
2025-03-04,21:14:28,Tuesday,Trung tâm Văn hóa Chợ Lớn,Đền Bà Thiên Hậu,Đường Pasteur,Sunny,0,17,5.99
2025-03-11,20:48:28,Tuesday,Chợ Bình Tây,Trung tâm Y tế Quận 5,Đường 3/2,Sunny,1,35,5.43
2025-03-24,01:53:28,Monday,Đền Bà Thiên Hậu,Trung tâm Văn hóa Dân gian,Đường Nguyễn Văn Linh,Rainy,0,17,3.47
2025-03-17,13:24:28,Monday,Chợ Bình Tây,Chợ Bình Đông,Đường Trần Hưng Đạo,Cloudy,0,20,3.4
2025-03-04,09:06:28,Tuesday,Đền Bà Thiên Hậu,Trường Tiểu học Chợ Lớn,Đường Pasteur,Rainy,1,36,6.93
2025-03-08,00:42:28,Saturday,Trường Trung học Chợ Lớn,Siêu thị Big C District 5,Đường Cái Vạn,Sunny,0,11,6.72
2025-03-23,18:56:28,Sunday,Bảo tàng Quận 5,Bệnh viện Quận 5,Đường Lý Thường Kiệt,Sunny,0,27,5.49
2025-03-04,19:40:28,Tuesday,Chợ Bình Đông,Trạm xe buýt Quận 5,Đường Nguyễn Văn Linh,Sunny,2,25,4.09
2025-03-07,08:07:28,Friday,Trung tâm Thương Mại Chợ Lớn,Cửa hàng Điện máy X,Đường Bạch Đằng,Cloudy,0,8,4.72
2025-02-27,19:47:28,Thursday,Siêu thị Big C District 5,Bệnh viện Quận 5,Đường Pasteur,Rainy,1,28,4.65
